Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact
134,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,4.9,LinkedIn,Yes,6.6,6.5,Neutral
231,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,USA,7.6,Instagram,No,5.3,4.9,Negative
731,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,India,8.5,Snapchat,Yes,5.8,4.8,Negative
144,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,India,6.6,TikTok,No,5.3,5.0,Negative
475,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,7.5,Snapchat,No,5.9,4.6,Negative
927,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,7.5,YouTube,Yes,4.8,5.4,Negative
863,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,8.2,Facebook,Yes,5.7,4.0,Negative
418,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,UK,5.3,YouTube,No,7.1,6.6,Neutral
353,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,4.9,LinkedIn,Yes,7.0,6.7,Neutral
237,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,USA,5.8,Instagram,Yes,5.8,5.1,Negative
137,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,6.4,LinkedIn,Yes,5.4,4.3,Negative
477,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,3.8,Snapchat,Yes,6.2,6.8,Neutral
592,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,USA,3.8,Facebook,Yes,6.9,6.5,Neutral
506,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Australia,4.0,Twitter,Yes,7.4,6.5,Neutral
461,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,8.0,LinkedIn,Yes,5.5,5.6,Negative
330,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,8.3,Snapchat,Yes,5.6,5.8,Negative
559,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,USA,5.8,LinkedIn,Yes,5.3,5.0,Negative
922,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,6.2,Snapchat,Yes,5.3,5.0,Negative
329,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,2.3,Snapchat,No,7.5,8.2,Positive
571,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,6.2,YouTube,Yes,5.8,4.3,Negative
883,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,7.0,Instagram,No,4.5,5.9,Negative
766,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,3.8,LinkedIn,No,7.2,8.9,Positive
203,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,3.3,TikTok,No,8.6,8.7,Positive
334,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,USA,1.5,Instagram,No,8.2,8.2,Positive
565,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,6.7,YouTube,Yes,5.8,4.5,Negative
182,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,2.9,YouTube,No,7.7,7.6,Positive
372,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,3.2,YouTube,Yes,7.7,7.9,Positive
327,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,6.0,Twitter,Yes,5.9,4.1,Negative
233,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,3.2,YouTube,No,7.6,7.6,Positive
479,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,2.3,Snapchat,Yes,8.1,7.3,Positive
357,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,8.1,YouTube,Yes,5.6,5.4,Negative
404,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,3.5,Twitter,No,7.5,8.9,Positive
783,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,USA,5.8,TikTok,Yes,5.5,5.4,Negative
781,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,2.9,Twitter,No,8.0,7.0,Positive
493,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,6.0,YouTube,Yes,6.7,6.4,Neutral
854,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,USA,5.8,YouTube,Yes,5.3,5.8,Negative
108,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,4.9,Facebook,No,6.0,6.3,Neutral
415,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,5.6,TikTok,Yes,6.8,6.8,Neutral
176,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,5.6,YouTube,Yes,4.5,5.7,Negative
140,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,7.5,TikTok,Yes,4.7,4.1,Negative
58,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,8.2,Instagram,Yes,5.8,4.9,Negative
715,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,7.4,YouTube,Yes,5.8,4.7,Negative
159,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Australia,6.3,LinkedIn,Yes,5.9,5.4,Negative
126,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,2.1,LinkedIn,No,8.1,8.8,Positive
56,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Australia,5.7,YouTube,Yes,6.0,5.8,Negative
646,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Canada,7.1,TikTok,Yes,4.5,4.5,Negative
986,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,5.6,Snapchat,Yes,5.8,4.0,Negative
579,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,7.5,Instagram,Yes,5.9,5.2,Negative
801,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,India,3.0,Snapchat,Yes,7.1,7.2,Positive
135,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Germany,3.7,YouTube,No,8.7,8.6,Positive
874,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,3.6,TikTok,Yes,8.5,7.1,Positive
562,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,5.4,YouTube,No,6.4,6.6,Neutral
424,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,2.0,Facebook,No,7.7,7.9,Positive
304,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,5.8,TikTok,Yes,5.7,4.1,Negative
795,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,4.5,Instagram,Yes,6.4,6.7,Neutral
554,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,6.3,Snapchat,No,5.3,4.3,Negative
568,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Germany,7.9,Instagram,Yes,5.6,5.1,Negative
420,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,6.0,TikTok,Yes,4.9,5.4,Negative
244,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,5.0,YouTube,Yes,6.2,6.4,Neutral
534,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,UK,6.7,Facebook,Yes,5.8,4.6,Negative
511,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,India,7.2,Twitter,Yes,5.3,6.0,Negative
837,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,India,3.8,LinkedIn,No,7.2,7.5,Positive
412,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,4.6,YouTube,Yes,6.4,6.0,Neutral
380,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,5.7,Snapchat,No,6.6,6.4,Neutral
920,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,6.3,YouTube,Yes,5.6,5.0,Negative
521,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,7.9,LinkedIn,Yes,5.8,4.1,Negative
291,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,5.0,Snapchat,No,6.1,6.6,Neutral
447,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,3.5,TikTok,Yes,7.5,9.0,Positive
741,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,5.2,LinkedIn,Yes,7.2,6.3,Neutral
485,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,2.7,YouTube,No,8.6,7.5,Positive
899,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,6.5,Twitter,Yes,5.6,4.6,Negative
852,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,4.1,TikTok,Yes,7.4,6.9,Neutral
387,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,2.4,LinkedIn,No,7.1,7.1,Positive
833,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,India,5.1,Twitter,Yes,6.3,6.9,Neutral
399,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,5.9,Twitter,Yes,6.0,6.5,Neutral
868,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Germany,5.7,TikTok,Yes,5.2,4.1,Negative
586,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,8.2,Twitter,Yes,5.0,4.7,Negative
397,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,6.9,TikTok,No,5.0,5.6,Negative
322,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,7.6,Twitter,Yes,5.0,4.1,Negative
906,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,UK,2.0,Snapchat,No,7.5,7.8,Positive
184,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,3.9,Facebook,Yes,7.3,8.5,Positive
744,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,4.5,LinkedIn,Yes,6.1,6.3,Neutral
803,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,3.5,TikTok,Yes,7.1,8.1,Positive
934,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,7.3,Twitter,Yes,5.3,5.0,Negative
227,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,USA,3.7,Facebook,No,7.5,8.3,Positive
648,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,USA,4.7,YouTube,Yes,6.9,6.2,Neutral
523,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,5.3,YouTube,Yes,6.9,6.4,Neutral
388,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Australia,7.3,Twitter,Yes,5.3,6.0,Negative
629,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,India,3.8,LinkedIn,No,7.4,6.9,Neutral
69,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,India,8.4,Instagram,No,6.0,5.5,Negative
551,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,8.3,Twitter,No,4.7,4.6,Negative
309,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,4.0,Snapchat,No,6.6,6.9,Neutral
256,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,India,7.6,YouTube,Yes,4.7,4.8,Negative
121,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,5.3,Facebook,Yes,7.3,6.2,Neutral
149,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,5.9,Snapchat,No,6.2,6.1,Neutral
628,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,4.1,TikTok,No,6.4,6.9,Neutral
390,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,5.6,TikTok,Yes,6.1,6.3,Neutral
908,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,8.4,Facebook,Yes,5.2,5.1,Negative
251,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Australia,5.8,Snapchat,Yes,5.8,4.9,Negative
645,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,8.2,YouTube,Yes,4.5,5.6,Negative
771,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,4.8,Twitter,Yes,6.6,7.0,Neutral
474,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Germany,7.6,Snapchat,Yes,4.9,5.1,Negative
271,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,3.1,Twitter,No,8.5,7.0,Positive
365,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,7.5,Instagram,No,5.4,5.5,Negative
509,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,3.9,Snapchat,Yes,6.3,6.2,Neutral
317,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,USA,7.1,LinkedIn,Yes,6.0,4.1,Negative
298,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,6.3,TikTok,Yes,5.4,6.0,Negative
729,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,6.2,LinkedIn,Yes,6.0,4.8,Negative
613,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,4.9,LinkedIn,Yes,6.8,6.3,Neutral
649,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,3.0,Instagram,Yes,7.7,8.5,Positive
581,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,8.0,Twitter,Yes,4.8,4.9,Negative
401,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,8.2,Facebook,Yes,5.7,5.0,Negative
967,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,6.0,TikTok,Yes,5.5,5.0,Negative
252,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,4.8,YouTube,No,6.9,6.9,Neutral
951,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,5.3,Instagram,No,6.4,6.8,Neutral
556,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,4.5,Instagram,Yes,6.6,6.8,Neutral
616,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,India,1.7,Twitter,No,7.0,8.9,Positive
601,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Germany,6.1,YouTube,Yes,4.6,5.1,Negative
217,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,1.9,Twitter,No,7.3,8.9,Positive
700,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,7.7,Instagram,No,5.8,5.1,Negative
513,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,6.9,Instagram,Yes,5.2,5.9,Negative
448,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,5.9,Twitter,Yes,5.9,4.4,Negative
598,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Australia,2.4,YouTube,No,8.7,7.2,Positive
346,18,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,6.5,LinkedIn,Yes,5.0,5.0,Negative
202,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,2.6,LinkedIn,Yes,8.8,8.5,Positive
525,20,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,6.9,TikTok,Yes,5.3,5.1,Negative
165,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Germany,5.4,Snapchat,Yes,7.3,6.3,Neutral
18,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Australia,4.7,Instagram,Yes,7.4,6.6,Neutral
992,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,2.9,Facebook,Yes,8.7,8.9,Positive
480,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,1.7,Instagram,No,8.1,7.8,Positive
80,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,6.2,TikTok,Yes,6.0,4.3,Negative
216,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,5.6,TikTok,Yes,5.5,4.2,Negative
768,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,4.5,TikTok,Yes,6.5,6.8,Neutral
810,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,8.0,Snapchat,No,5.6,6.0,Negative
210,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Australia,3.5,Twitter,Yes,7.4,6.7,Neutral
306,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Canada,4.8,Twitter,No,6.9,6.1,Neutral
796,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,2.3,YouTube,No,8.8,8.5,Positive
316,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,8.0,LinkedIn,Yes,4.5,5.4,Negative
10,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,6.6,Snapchat,Yes,5.2,5.2,Negative
846,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Other,1.6,TikTok,Yes,8.2,8.6,Positive
624,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Canada,6.8,Instagram,Yes,5.4,4.4,Negative
937,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,UK,1.8,TikTok,No,7.6,8.3,Positive
417,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,3.9,TikTok,No,8.8,8.5,Positive
268,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,6.7,Snapchat,No,5.4,5.4,Negative
825,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,7.8,Twitter,Yes,5.7,5.9,Negative
747,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Other,5.0,TikTok,Yes,7.4,6.7,Neutral
83,18,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,7.6,Facebook,No,4.5,5.9,Negative
947,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,1.7,Instagram,No,8.7,7.4,Positive
794,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,5.8,LinkedIn,No,6.7,6.5,Neutral
472,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,India,6.4,Snapchat,No,5.5,5.9,Negative
341,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,2.5,Snapchat,No,8.0,8.6,Positive
491,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Germany,5.2,YouTube,Yes,6.5,6.4,Neutral
563,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Other,5.2,TikTok,Yes,6.8,6.9,Neutral
829,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,Germany,6.8,TikTok,Yes,5.1,4.9,Negative
360,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,7.1,LinkedIn,Yes,6.0,4.1,Negative
282,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Canada,4.7,Facebook,No,7.1,6.5,Neutral
540,19,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Canada,7.7,Facebook,Yes,5.4,4.4,Negative
580,21,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,2.6,LinkedIn,No,8.9,8.3,Positive
625,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,6.2,TikTok,Yes,5.0,4.8,Negative
946,22,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Undergraduate,Australia,5.7,Snapchat,Yes,7.4,6.9,Neutral
615,20,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,USA,2.9,Twitter,No,7.3,7.1,Positive
798,19,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,4.2,Facebook,Yes,6.9,6.7,Neutral
54,21,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,Canada,3.8,YouTube,Yes,9.0,8.5,Positive
222,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,India,3.6,Instagram,No,7.6,7.9,Positive
952,24,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Undergraduate,Other,2.1,Instagram,No,8.0,8.7,Positive
875,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,4.7,Twitter,No,7.3,6.0,Neutral
687,24,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,High School,Other,7.7,LinkedIn,Yes,5.8,4.4,Negative
754,23,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,High School,Other,7.2,Facebook,No,5.6,4.6,Negative
226,23,03f8c1273e3da99bb315fe7b71c8e45159c826e6d3f42eecd4612078248f73a1,Graduate,India,8.4,Twitter,No,5.6,5.7,Negative
655,22,e8cca808ae5aaa03a7fc3060856e6d4ad776fb1cb8cfe441a9bd240988cde151,Graduate,India,4.8,Instagram,No,7.0,6.3,Neutral
